,_id,Id,Date,League,Season,Round,Home,Away,FT_Goals_H,FT_Goals_A,Total_Goals_FT,Pontos_H,Pontos_A,FT_Result,Over25_FT,Under25_FT,Home_Win,Away_Win,Draw,BTTS,BTTS_NO,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_BTTS_Yes,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_No
0,64bc1517339a142e122a8c02,QR17o0p4,01/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Arsenal,Manchester City,1,2,3,0,3,A,1,0,0,1,0,1,0,"5,25","4,2","1,6","1,75","1,72","2,1","2,0"
1,64bc1517339a142e122a8c03,YiRpaJE3,01/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Watford,Tottenham,0,1,1,0,3,A,0,1,0,1,0,0,1,"5,5","4,0","1,6","1,8","1,8","2,0","1,95"
2,64bc1517339a142e122a8c04,GGfKrbUM,01/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Crystal Palace,West Ham,2,3,5,0,3,A,1,0,0,1,0,1,0,"3,4","3,4","2,15","1,9","2,1","1,72","1,9"
3,64bc1517339a142e122a8c05,6qrNuVDr,01/03/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 22,Burnley,Leicester,0,2,2,0,3,A,0,1,0,1,0,0,1,"2,9","3,25","2,5","1,75","2,02","1,88","2,0"
4,64bc1517339a142e122a8c06,dM2o2KIh,01/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Dresden,Schalke,1,2,3,0,3,A,1,0,0,1,0,1,0,"4,0","3,6","1,9","1,72","1,83","2,02","2,0"
5,64bc1517339a142e122a8c07,4n6g0bm5,01/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Ingolstadt,Aue,3,2,5,3,0,H,1,0,1,0,0,1,0,"2,4","3,5","2,8","1,61","1,72","2,07","2,2"
6,64bc1517339a142e122a8c08,U57l0fgr,01/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Union Berlin,Köln,1,0,1,3,0,H,0,1,1,0,0,0,1,"2,25","3,3","3,3","1,9","2,2","1,66","1,9"
7,64bc1517339a142e122a8c09,runqgBqi,01/05/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 35,Troyes,Lille,3,0,3,3,0,H,1,0,1,0,0,0,1,"3,4","3,4","2,2","1,8","2,1","1,72","1,95"
8,64bc1517339a142e122a8c0a,fZw5o93m,01/05/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 35,Everton,Chelsea,1,0,1,3,0,H,0,1,1,0,0,0,1,"5,0","3,75","1,7","1,95","2,04","1,86","1,8"
9,64bc1517339a142e122a8c0b,IyVPtoII,01/05/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 35,Tottenham,Leicester,3,1,4,3,0,H,1,0,1,0,0,1,0,"1,33","5,25","9,0","1,9","1,57","2,37","1,9"
10,64bc1517339a142e122a8c0c,4YbHvCUc,01/05/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 35,Brest,Clermont,2,0,2,3,0,H,0,1,1,0,0,0,1,"2,75","3,3","2,6","1,75","2,04","1,86","2,0"
11,64bc1517339a142e122a8c0d,Cb2PxjaA,01/05/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 35,Lorient,Reims,1,2,3,0,3,A,1,0,0,1,0,1,0,"2,2","3,2","3,5","1,9","2,2","1,66","1,9"
12,64bc1517339a142e122a8c0e,YDjYzUTM,01/05/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 35,Monaco,Angers,2,0,2,3,0,H,0,1,1,0,0,0,1,"1,33","5,25","9,0","1,9","1,57","2,37","1,9"
13,64bc1517339a142e122a8c0f,nHfxzlqT,01/05/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 35,Montpellier,Metz,2,2,4,1,1,D,1,0,0,0,1,1,0,"1,75","4,0","4,2","1,61","1,66","2,2","2,2"
14,64bc1517339a142e122a8c10,M99CuhFi,01/05/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 35,Bordeaux,Nice,0,1,1,0,3,A,0,1,0,1,0,0,1,"3,1","3,5","2,2","1,61","1,72","2,1","2,2"
15,64bc1517339a142e122a8c11,WGCC4lAP,01/05/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 35,West Ham,Arsenal,1,2,3,0,3,A,1,0,0,1,0,1,0,"4,2","4,0","1,8","1,7","1,8","2,0","2,05"
16,64bc1517339a142e122a8c12,jk1TyAEG,01/05/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 35,Marseille,Lyon,0,3,3,0,3,A,1,0,0,1,0,0,1,"2,37","3,6","2,8","1,53","1,61","2,3","2,37"
17,64bc1517339a142e122a8c13,jixJ4k3H,01/08/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 2,Aue,St. Pauli,0,0,0,1,1,D,0,1,0,0,1,0,1,"3,75","3,6","1,95","1,66","1,7","2,1","2,1"
18,64bc1517339a142e122a8c14,lSu28X3h,01/08/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 2,Hamburger SV,Dresden,1,1,2,1,1,D,0,1,0,0,1,1,0,"1,57","3,8","6,0","1,66","1,65","2,2","2,1"
19,64bc1517339a142e122a8c15,63jc9Dln,01/08/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 2,Kiel,Schalke,0,3,3,0,3,A,1,0,0,1,0,0,1,"2,2","3,5","3,2","1,61","1,72","2,07","2,2"
20,64bc1517339a142e122a8c16,YXbbifoi,01/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Aue,Hamburger SV,1,1,2,1,1,D,0,1,0,0,1,1,0,"5,5","4,5","1,55","1,53","1,44","2,7","2,37"
21,64bc1517339a142e122a8c17,2iFvyZ0A,01/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Bremen,Heidenheim,3,0,3,3,0,H,1,0,1,0,0,0,1,"1,9","3,75","3,75","1,66","1,7","2,1","2,1"
22,64bc1517339a142e122a8c18,bDLFoR38,01/10/2021,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 7,Köln,Furth,3,1,4,3,0,H,1,0,1,0,0,1,0,"1,36","5,0","7,5","1,57","1,4","3,0","2,25"
23,64bc1517339a142e122a8c19,nsYoAO57,01/11/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 10,Wolverhampton,Everton,2,1,3,3,0,H,1,0,1,0,0,1,0,"2,15","3,2","3,6","2,0","2,5","1,53","1,75"
24,64bc1517339a142e122a8c1a,bNr3Sj6o,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Angers,Monaco,1,3,4,0,3,A,1,0,0,1,0,1,0,"3,2","3,25","2,3","1,8","2,1","1,72","1,95"
25,64bc1517339a142e122a8c1b,xEs7RALi,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Brest,St. Etienne,1,0,1,3,0,H,0,1,1,0,0,0,1,"1,95","3,6","3,75","1,61","1,72","2,1","2,2"
26,64bc1517339a142e122a8c1c,h4pJO85A,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Metz,Montpellier,1,3,4,0,3,A,1,0,0,1,0,1,0,"2,6","3,4","2,7","1,75","1,98","1,88","2,0"
27,64bc1517339a142e122a8c1d,KEUcHQcp,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Strasbourg,Bordeaux,5,2,7,3,0,H,1,0,1,0,0,1,0,"1,72","3,9","4,5","1,66","1,72","2,1","2,1"
28,64bc1517339a142e122a8c1e,b5T1GpDj,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Troyes,Lorient,2,0,2,3,0,H,0,1,1,0,0,0,1,"2,25","3,25","3,25","1,9","2,1","1,72","1,9"
29,64bc1517339a142e122a8c1f,tK3ir9Hj,01/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,Southampton,Leicester,2,2,4,1,1,D,1,0,0,0,1,1,0,"2,25","3,5","3,1","1,61","1,8","2,0","2,2"
30,64bc1517339a142e122a8c20,jy69jX9A,01/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,Watford,Chelsea,1,2,3,0,3,A,1,0,0,1,0,1,0,"9,0","5,25","1,33","2,05","1,72","2,1","1,7"
31,64bc1517339a142e122a8c21,lMOCkiPG,01/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,West Ham,Brighton,1,1,2,1,1,D,0,1,0,0,1,1,0,"1,95","3,4","4,0","1,95","2,2","1,66","1,8"
32,64bc1517339a142e122a8c22,rqOGlBvN,01/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,Wolverhampton,Burnley,0,0,0,1,1,D,0,1,0,0,1,0,1,"1,9","3,4","4,2","1,95","2,2","1,66","1,8"
33,64bc1517339a142e122a8c23,WldAQUzb,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Clermont,Lens,2,2,4,1,1,D,1,0,0,0,1,1,0,"2,9","3,5","2,37","1,66","1,83","2,02","2,1"
34,64bc1517339a142e122a8c24,67lNNSKG,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Nantes,Marseille,0,1,1,0,3,A,0,1,0,1,0,0,1,"3,2","3,25","2,3","1,8","2,1","1,72","1,95"
35,64bc1517339a142e122a8c25,0UmRMnzN,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,PSG,Nice,0,0,0,1,1,D,0,1,0,0,1,0,1,"1,36","5,25","7,5","1,7","1,53","2,5","2,05"
36,64bc1517339a142e122a8c26,vLnVL6kT,01/12/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 16,Rennes,Lille,1,2,3,0,3,A,1,0,0,1,0,1,0,"1,95","3,6","3,8","1,75","1,95","1,9","2,0"
37,64bc1517339a142e122a8c27,0nDdgZPi,01/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,Aston Villa,Manchester City,1,2,3,0,3,A,1,0,0,1,0,1,0,"7,0","4,33","1,45","1,95","1,8","2,0","1,8"
38,64bc1517339a142e122a8c28,ULH0hgub,01/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,Everton,Liverpool,1,4,5,0,3,A,1,0,0,1,0,1,0,"8,0","5,0","1,36","1,95","1,61","2,3","1,8"
39,64bc1517339a142e122a8c29,f16BpKaA,02/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Brentford,Aston Villa,2,1,3,3,0,H,1,0,1,0,0,1,0,"2,8","3,25","2,55","1,9","2,1","1,72","1,9"
40,64bc1517339a142e122a8c2a,SjbOsIqT,02/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Everton,Brighton,2,3,5,0,3,A,1,0,0,1,0,1,0,"3,0","3,1","2,5","1,95","2,3","1,61","1,8"
41,64bc1517339a142e122a8c2b,pWpjwxhp,02/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Leeds,Burnley,3,1,4,3,0,H,1,0,1,0,0,1,0,"2,0","3,5","3,6","1,66","1,85","2,05","2,1"
42,64bc1517339a142e122a8c2c,Yi5FqvFG,02/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Chelsea,Liverpool,2,2,4,1,1,D,1,0,0,0,1,1,0,"2,5","3,5","2,7","1,61","1,72","2,1","2,2"
43,64bc1517339a142e122a8c2d,OYXWrcIU,02/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Darmstadt,Kiel,3,1,4,3,0,H,1,0,1,0,0,1,0,"1,6","4,0","5,5","1,57","1,47","2,6","2,25"
44,64bc1517339a142e122a8c2e,2JqOpJmI,02/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Hamburger SV,Paderborn,1,2,3,0,3,A,1,0,0,1,0,1,0,"1,5","4,5","5,75","1,61","1,5","2,5","2,2"
45,64bc1517339a142e122a8c2f,EcDt303n,02/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Hannover,Regensburg,1,1,2,1,1,D,0,1,0,0,1,1,0,"2,2","3,4","3,3","1,72","1,95","1,9","2,0"
46,64bc1517339a142e122a8c30,GnFF9tiT,02/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Liverpool,Watford,2,0,2,3,0,H,0,1,1,0,0,0,1,"1,14","8,5","15,0","2,1","1,36","3,2","1,66"
47,64bc1517339a142e122a8c31,Cl39eW7D,02/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Bielefeld,Stuttgart,1,1,2,1,1,D,0,1,0,0,1,1,0,"3,3","3,4","2,2","1,9","2,2","1,66","1,9"
48,64bc1517339a142e122a8c32,QwCI5GVK,02/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Frankfurt,Furth,0,0,0,1,1,D,0,1,0,0,1,0,1,"1,28","6,0","11,0","2,0","1,57","2,37","1,75"
49,64bc1517339a142e122a8c33,xWAdbYNf,02/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Freiburg,Bayern,1,4,5,0,3,A,1,0,0,1,0,1,0,"6,0","5,0","1,5","1,66","1,5","2,62","2,1"
50,64bc1517339a142e122a8c34,GM90chw1,02/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Hoffenheim,Bochum,1,2,3,0,3,A,1,0,0,1,0,1,0,"1,45","4,75","6,5","1,66","1,5","2,62","2,1"
51,64bc1517339a142e122a8c35,OOUL4zoR,02/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Leverkusen,Hertha,2,1,3,3,0,H,1,0,1,0,0,1,0,"1,44","4,75","6,5","1,8","1,61","2,3","1,95"
52,64bc1517339a142e122a8c36,829eE4xb,02/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Brighton,Norwich,0,0,0,1,1,D,0,1,0,0,1,0,1,"1,5","4,2","7,0","2,1","2,06","1,84","1,66"
53,64bc1517339a142e122a8c37,ng8aDOi4,02/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Burnley,Manchester City,0,2,2,0,3,A,0,1,0,1,0,0,1,"19,0","7,0","1,16","2,5","1,57","2,37","1,5"
54,64bc1517339a142e122a8c38,tUM2Cr7A,02/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Chelsea,Brentford,1,4,5,0,3,A,1,0,0,1,0,1,0,"1,4","4,5","8,5","2,2","2,0","1,9","1,61"
55,64bc1517339a142e122a8c39,2qBBAMyN,02/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Leeds,Southampton,1,1,2,1,1,D,0,1,0,0,1,1,0,"2,4","3,6","2,8","1,5","1,61","2,3","2,5"
56,64bc1517339a142e122a8c3a,SQrYRN6c,02/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Wolverhampton,Aston Villa,2,1,3,3,0,H,1,0,1,0,0,1,0,"3,0","3,1","2,5","2,05","2,5","1,53","1,7"
57,64bc1517339a142e122a8c3b,W4dbAR3q,02/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Nice,Rennes,1,1,2,1,1,D,0,1,0,0,1,1,0,"2,75","3,4","2,55","1,75","2,06","1,84","2,0"
58,64bc1517339a142e122a8c3c,WGCE6dGE,02/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Dortmund,RB Leipzig,1,4,5,0,3,A,1,0,0,1,0,1,0,"2,3","3,75","2,87","1,5","1,57","2,37","2,5"
59,64bc1517339a142e122a8c3d,YR1s50ap,02/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Manchester Utd,Leicester,1,1,2,1,1,D,0,1,0,0,1,1,0,"1,53","4,33","5,75","1,7","1,61","2,3","2,05"
60,64bc1517339a142e122a8c3e,Q3HJH9B9,02/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Lille,Bordeaux,0,0,0,1,1,D,0,1,0,0,1,0,1,"1,45","4,33","7,0","1,95","1,8","2,0","1,8"
61,64bc1517339a142e122a8c3f,AP6k1vYb,02/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Rostock,St. Pauli,1,0,1,3,0,H,0,1,1,0,0,0,1,"2,75","3,25","2,7","1,66","1,95","1,9","2,1"
62,64bc1517339a142e122a8c40,Wf1THJKp,02/05/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 32,Leverkusen,Frankfurt,2,0,2,3,0,H,0,1,1,0,0,0,1,"1,5","4,75","6,0","1,57","1,5","2,62","2,25"
63,64bc1517339a142e122a8c41,n3VDPVwi,02/05/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 32,Monchengladbach,RB Leipzig,3,1,4,3,0,H,1,0,1,0,0,1,0,"4,5","4,5","1,65","1,66","1,61","2,3","2,1"
64,64bc1517339a142e122a8c42,SnxDqmYa,02/05/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 35,Manchester Utd,Brentford,3,0,3,3,0,H,1,0,1,0,0,0,1,"1,72","3,8","4,5","1,66","1,72","2,1","2,1"
65,64bc1517339a142e122a8c43,0pUqYWpT,02/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Dusseldorf,Paderborn,2,3,5,0,3,A,1,0,0,1,0,1,0,"2,05","3,9","3,2","1,53","1,57","2,35","2,37"
66,64bc1517339a142e122a8c44,MgVuZCVM,02/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Kiel,Rostock,0,2,2,0,3,A,0,1,0,1,0,0,1,"1,85","3,75","4,0","1,66","1,72","2,07","2,1"
67,64bc1517339a142e122a8c45,COc2jE0c,02/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Regensburg,Karlsruher,2,2,4,1,1,D,1,0,0,0,1,1,0,"2,25","3,5","3,1","1,61","1,8","2,0","2,2"
68,64bc1517339a142e122a8c46,vFiD7ASB,02/10/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 7,Manchester Utd,Everton,1,1,2,1,1,D,0,1,0,0,1,1,0,"1,55","4,0","6,5","1,8","1,8","2,0","1,95"
69,64bc1517339a142e122a8c47,6LDmrhcG,02/10/2021,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 7,Dortmund,Augsburg,2,1,3,3,0,H,1,0,1,0,0,1,0,"1,2","7,0","13,0","1,9","1,36","3,2","1,9"
70,64bc1517339a142e122a8c48,6JYTNNB1,02/10/2021,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 7,Hertha,Freiburg,1,2,3,0,3,A,1,0,0,1,0,1,0,"3,0","3,3","2,37","1,8","2,1","1,72","1,95"
71,64bc1517339a142e122a8c49,AiuLPqsk,02/10/2021,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 7,Stuttgart,Hoffenheim,3,1,4,3,0,H,1,0,1,0,0,1,0,"2,8","3,8","2,3","1,5","1,61","2,3","2,5"
72,64bc1517339a142e122a8c4a,GUuHQPRr,02/10/2021,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 7,Wolfsburg,Monchengladbach,1,3,4,0,3,A,1,0,0,1,0,1,0,"2,0","3,5","3,6","1,66","1,9","1,9","2,1"
73,64bc1517339a142e122a8c4b,fR5iCYDt,02/10/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 7,Burnley,Norwich,0,0,0,1,1,D,0,1,0,0,1,0,1,"1,9","3,6","4,0","1,75","1,9","1,9","2,0"
74,64bc1517339a142e122a8c4c,xjedBhTn,02/10/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 7,Chelsea,Southampton,3,1,4,3,0,H,1,0,1,0,0,1,0,"1,4","4,75","8,0","1,95","1,72","2,1","1,8"
75,64bc1517339a142e122a8c4d,rmb49Wca,02/10/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 7,Leeds,Watford,1,0,1,3,0,H,0,1,1,0,0,0,1,"1,72","3,8","4,75","1,61","1,61","2,3","2,2"
76,64bc1517339a142e122a8c4e,QVgP48CU,02/10/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 7,Wolverhampton,Newcastle,2,1,3,3,0,H,1,0,1,0,0,1,0,"1,7","3,75","5,0","1,8","1,9","1,9","1,95"
77,64bc1517339a142e122a8c4f,h0nRyyIg,02/10/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 9,Montpellier,Strasbourg,1,1,2,1,1,D,0,1,0,0,1,1,0,"2,4","3,4","2,9","1,7","1,93","1,93","2,05"
78,64bc1517339a142e122a8c50,OdOrqYsA,02/10/2021,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 7,RB Leipzig,Bochum,3,0,3,3,0,H,1,0,1,0,0,0,1,"1,16","7,5","15,0","1,95","1,3","3,5","1,8"
79,64bc1517339a142e122a8c51,hIJPGE5P,02/10/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 7,Brighton,Arsenal,0,0,0,1,1,D,0,1,0,0,1,0,1,"3,2","3,25","2,3","1,8","2,0","1,8","1,95"
80,64bc1517339a142e122a8c52,WSKFSA8j,02/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Nurnberg,Hannover,0,0,0,1,1,D,0,1,0,0,1,0,1,"2,3","3,3","3,1","1,72","1,93","1,93","2,0"
81,64bc1517339a142e122a8c53,nauzzFn6,02/10/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 9,Nice,Brest,2,1,3,3,0,H,1,0,1,0,0,1,0,"1,53","4,33","6,0","1,8","1,66","2,2","1,95"
82,64bc1517339a142e122a8c54,fNiZ6hfi,02/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,Tottenham,Brentford,2,0,2,3,0,H,0,1,1,0,0,0,1,"1,61","3,9","5,5","1,95","2,05","1,85","1,8"
83,64bc1517339a142e122a8c55,MZMKmVgT,02/12/2021,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 14,Manchester Utd,Arsenal,3,2,5,3,0,H,1,0,1,0,0,1,0,"2,1","3,5","3,4","1,57","1,66","2,2","2,25"
84,64bc1517339a142e122a8c56,0vTx1upi,03/01/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 21,Manchester Utd,Wolverhampton,0,1,1,0,3,A,0,1,0,1,0,0,1,"1,65","3,75","5,75","2,0","2,1","1,72","1,75"
85,64bc1517339a142e122a8c57,6NlB7Pm2,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Strasbourg,Lens,1,0,1,3,0,H,0,1,1,0,0,0,1,"2,05","3,4","3,6","1,8","2,0","1,8","1,95"
86,64bc1517339a142e122a8c58,4YQKoaYB,03/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Bremen,Sandhausen,1,1,2,1,1,D,0,1,0,0,1,1,0,"1,45","4,75","6,0","1,66","1,5","2,5","2,1"
87,64bc1517339a142e122a8c59,z7Ex4tlt,03/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Heidenheim,Nurnberg,3,1,4,3,0,H,1,0,1,0,0,1,0,"2,3","3,4","3,0","1,72","1,9","1,95","2,0"
88,64bc1517339a142e122a8c5a,prZSqw3O,03/04/2022,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 28,Karlsruher,Dusseldorf,2,2,4,1,1,D,1,0,0,0,1,1,0,"3,5","3,5","2,1","1,66","1,83","2,02","2,1"
89,64bc1517339a142e122a8c5b,lzpUS3ii,03/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,West Ham,Everton,2,1,3,3,0,H,1,0,1,0,0,1,0,"1,75","3,75","4,75","1,8","1,95","1,95","1,95"
90,64bc1517339a142e122a8c5c,WtIFIkd3,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Clermont,Nantes,2,3,5,0,3,A,1,0,0,1,0,1,0,"2,62","3,25","2,75","1,95","2,2","1,66","1,8"
91,64bc1517339a142e122a8c5d,MVASFmtM,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Metz,Monaco,1,2,3,0,3,A,1,0,0,1,0,1,0,"7,5","4,2","1,45","2,2","2,04","1,86","1,61"
92,64bc1517339a142e122a8c5e,0M9WE7eS,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Montpellier,Brest,1,2,3,0,3,A,1,0,0,1,0,1,0,"2,0","3,4","3,6","1,7","1,93","1,97","2,05"
93,64bc1517339a142e122a8c5f,hKp785Ye,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,St. Etienne,Marseille,2,4,6,0,3,A,1,0,0,1,0,1,0,"3,25","3,2","2,3","1,95","2,2","1,66","1,8"
94,64bc1517339a142e122a8c60,KQxgW8Q2,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Troyes,Reims,1,0,1,3,0,H,0,1,1,0,0,0,1,"2,55","3,0","3,0","2,2","2,75","1,44","1,61"
95,64bc1517339a142e122a8c61,boa5dCh7,03/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Augsburg,Wolfsburg,3,0,3,3,0,H,1,0,1,0,0,0,1,"2,45","3,4","2,8","1,8","2,05","1,85","1,95"
96,64bc1517339a142e122a8c62,v7LNGTQF,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,Lyon,Angers,3,2,5,3,0,H,1,0,1,0,0,1,0,"1,36","5,0","8,0","1,9","1,61","2,3","1,9"
97,64bc1517339a142e122a8c63,8d6haE8l,03/04/2022,ALEMANHA - BUNDESLIGA,2021/2022,RODADA 28,Monchengladbach,Mainz,1,1,2,1,1,D,0,1,0,0,1,1,0,"2,3","3,6","2,87","1,61","1,72","2,1","2,2"
98,64bc1517339a142e122a8c64,CI0o4KEj,03/04/2022,INGLATERRA - PREMIER LEAGUE,2021/2022,RODADA 31,Tottenham,Newcastle,5,1,6,3,0,H,1,0,1,0,0,1,0,"1,53","4,2","6,0","1,8","1,72","2,1","1,95"
99,64bc1517339a142e122a8c65,Aee29oJk,03/04/2022,FRANÇA - LIGUE 1,2021/2022,RODADA 30,PSG,Lorient,5,1,6,3,0,H,1,0,1,0,0,1,0,"1,16","8,0","13,0","1,95","1,33","3,4","1,8"
100,64bc1517339a142e122a8c66,QkvvZY1C,03/10/2021,FRANÇA - LIGUE 1,2021/2022,RODADA 9,Rennes,PSG,2,0,2,3,0,H,0,1,1,0,0,0,1,"6,5","4,75","1,4","1,66","1,44","2,75","2,1"
101,64bc1517339a142e122a8c67,tb26kYF3,03/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Sandhausen,Darmstadt,1,6,7,0,3,A,1,0,0,1,0,1,0,"3,2","3,6","2,2","1,5","1,6","2,3","2,5"
102,64bc1517339a142e122a8c68,trErzgGG,03/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,Schalke,Ingolstadt,3,0,3,3,0,H,1,0,1,0,0,0,1,"1,5","4,33","6,5","1,72","1,6","2,3","2,0"
103,64bc1517339a142e122a8c69,IPGBTjgp,03/10/2021,ALEMANHA - 2. BUNDESLIGA,2021/2022,RODADA 9,St. Pauli,Dresden,3,0,3,3,0,H,1,0,1,0,0,0,1,"1,72","4,0","4,5","1,66","1,66","2,15","2,1"
